source_round_id	iteration	mutation_hash	workload_key	surface	changed_region	expected_affected_path	mutation_features	schedule_trace	patch_diff	controller_gate	outcome	failure_class	objective_mean	rollout_measurements	measurement_policy	tier4_overshoot	failure_relation	next_implication	search_bias	artifact_refs
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	006	be0a92d7c0bdb7465c7a0225277265f1353d49a54045648ff39f01ad9a0f7b17	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	shape=_64,_32,EpilogueTile,scale_related	paths=scaled_mm_blockwise_sm120_fp8_dispatch.cuh;features=shape=_64,_32,EpilogueTile,scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n@@ -24,7 +24,8 @@ using namespace cute;\n-          class EpilogueScheduler, class MainloopScheduler>\n+          class EpilogueScheduler, class MainloopScheduler,\n+          class EpilogueTile = cutlass::epilogue::collective::EpilogueTileAuto>\n@@ -72,7 +73,7 @@ struct cutlass_3x_gemm_fp8_blockwise {\n-      cutlass::epilogue::collective::EpilogueTileAuto,\n+      EpilogueTile,\n@@ -134,7 +135,7 @@ struct sm120_blockwise_fp8_config_M64 {\n-      EpilogueSchedule, KernelSchedule>;\n+      EpilogueSchedule, KernelSchedule, Shape<_64, _32>>;	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.045165	0.034188,0.056143	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/006/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/006/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/006/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	007		qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	unknown_or_mixed	no_patch	schedule_tile_or_cta_shape	shape=_64,_128,_128,m_guard=M<=256,scale_related	region=no_patch;features=shape=_64,_128,_128,m_guard=M<=256,scale_related	- M1,N5120,K5120: 0.0813 ms event, 0.0836 ms wall.\n- M4,N5120,K5120: 0.0704 ms event, 0.0712 ms wall.\n- M1,N5120,K17408: 0.4141 ms event, 0.4154 ms wall.\n- M1,N34816,K5120: 0.7840 ms event, 0.7848 ms wall.	agent_blocked_no_mutation	agent_blocked_no_mutation	authoring			not_measured_or_controller_preflight		search_context:unknown_or_mixed:schedule_tile_or_cta_shape	read artifacts before proposing adjacent mutations	context_only	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/007/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	008	8050a8110ed4c0540520cfffca94f55ef07de009a4eae5e01886fbbf6a4cee71	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	shape=_64,_128,_128,shape=_64,_256,_128,shape=_1,_1,_1,scale_related	paths=scaled_mm_blockwise_sm120_fp8_dispatch.cuh;features=shape=_64,_128,_128,shape=_64,_256,_128,shape=_1,_1,_1,scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh 2026-05-03 17:28:52.000000000 +0000\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh 2026-05-05 11:18:41.505374269 +0000\n@@ -129,7 +129,7 @@\n-  using TileShape = Shape<_64, _128, _128>;\n+  using TileShape = Shape<_64, _256, _128>;	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.044742	0.033754,0.055730	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/008/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/008/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/008/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	009	ac6ec5bb78d89663e0b186474d72e56e64775203fce79f38f01e7d479c8d407b	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	unknown_or_mixed	cutlass_source_workspace/vllm-source/vllm/model_executor/layers/linear.py,cutlass_source_workspace/vllm-source/vllm/model_executor/layers/quantization/fp8.py,cutlass_source_workspace/vllm-source/vllm/model_executor/layers/quantization/utils/fp8_utils.py,cutlass_source_workspace/vllm-source/vllm/model_executor/models/qwen2_moe.py	scale_placement_or_quant_semantics	scale_related	paths=linear.py,fp8.py,fp8_utils.py;features=scale_related	--- cutlass_source_workspace/vllm-source/vllm/model_executor/layers/linear.py\n+++ cutlass_source_workspace/vllm-source/vllm/model_executor/layers/linear.py\n@@ -1538,6 +1538,54 @@ class RowParallelLinear(LinearBase):\n+    def can_apply_pre_quantized_cutlass_block_fp8(\n+        self,\n+        input_: torch.Tensor,\n+        output_dtype: torch.dtype,\n+    ) -> bool:\n+        if not self.input_is_parallel:\n+            return False\n+\n+        can_apply_pre_quantized = getattr(\n+            self.quant_method, "can_apply_pre_quantized_cutlass_block_fp8", None\n+        )\n+        if can_apply_pre_quantized is None:\n+            return False\n+\n+        return can_apply_pre_quantized(self, input_, output_dtype)\n+\n+    def apply_pre_quantized_cutlass_block_fp8(\n+        self,\n+        input_q: torch.Tensor,\n+        input_scale: torch.Tensor,\n+        output_dtype: torch.dtype,\n+    ) -> torch.Tensor | tuple[torch.Tensor, Parameter | None] | None:\n+        if not self.input_is_parallel:\n+            return None\n+\n+        apply_pre_quantized = getattr(\n+            self.quant_method, "apply_pre_quantized_cutlass_block_fp8", None\n+        )\n+        if apply_pre_quantized is None:\n+            return None\n+\n+        bias_ = None if (self.tp_rank > 0 or self.skip_bias_add) else self.bias\n+        output_parallel = apply_pre_quantized(\n+            self, input_q, input_scale, output_dtype, bias_\n+        )\n+        if output_parallel is None:\n+            return None\n+\n+        if self.reduce_results and self.tp_size > 1:\n+            output = t	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.045162	0.034108,0.056216	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:unknown_or_mixed:scale_placement_or_quant_semantics	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/009/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/009/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/009/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	010	267289b63cf83d87a6e6db34178d073cb49960a8e86e4da8ecf32a32142c4ea8	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	scale_related	paths=scaled_mm_blockwise_sm120_fp8_dispatch.cuh;features=scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n@@ -99,7 +99,7 @@\n-          cutlass::gemm::collective::StageCountAutoCarveout<static_cast<int>(sizeof(typename CollectiveEpilogue::SharedStorage))>,\n+          cutlass::gemm::collective::StageCount<2>,	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.045266	0.034121,0.056410	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/010/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/010/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/010/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	011		qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	no_patch	schedule_tile_or_cta_shape	shape=_64,_128,_128,m_guard=M<=256,scale_related	region=no_patch;features=shape=_64,_128,_128,m_guard=M<=256,scale_related	- source path: `cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh`\n- source symbol: `sm120_blockwise_fp8_config_M64::KernelSchedule`\n- live path: `W8A8BlockFp8LinearOp._run_cutlass -> ops.cutlass_scaled_mm -> torch.ops._C.cutlass_scaled_mm -> dispatch_scaled_mm -> cutlass_scaled_mm_blockwise_sm120_fp8`, then `M <= 256`\n- intended mechanism: keep `Shape<_64,_128,_128>` and scale granularity `(1,128,128)`, but replace pingpong with a CUTLASS-supported SM120 blockwise cooperative or auto schedule to attack in-kernel schedule/resource overhead on the LPDDR-bound FFN/projection slice\n- `cutlass::gemm::KernelTmaWarpSpecializedBlockwiseCooperativeSm120` applied cleanly but failed compiling `CMakeFiles/_C.dir/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8.cu.o`.\n- `cutlass::gemm::collective::KernelScheduleAuto` also applied cleanly but failed the same targeted object.\n- persistent scheduler/hardware-info caller change: discarded\n- explicit epilogue tile: discarded\n- N256 tile: discarded\n- Python prequantization/scale placement: discarded\n- fixed stage count 2: discarded\n- N64, K256, Stream-K, and cooperative/auto schedule attempts: compile-preflight blocked	agent_blocked_no_mutation	agent_blocked_no_mutation	authoring			not_measured_or_controller_preflight		search_context:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	read artifacts before proposing adjacent mutations	context_only	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/011/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	012		qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	no_patch	schedule_tile_or_cta_shape	shape=_64,_128,_128,m_guard=M<=256,scale_related	region=no_patch;features=shape=_64,_128,_128,m_guard=M<=256,scale_related	- aggregate decode rate: 7.375 generated tok/s\n- aggregate decode time: 135.599313 ms/generated token\n- bottleneck hint: decode\n- GB10 roofline context: 128 GB unified LPDDR5x, 273 GB/s theoretical bandwidth, 37.019 GB/generated token bandwidth budget at the observed decode time\n- per-step request 1: 7.369 tok/s, 135.696652 ms/token, cache hit rate 62.470%\n- per-step request 2: 7.380 tok/s, 135.501974 ms/token, cache hit rate 62.620%\n- `cutlass::epilogue::BlockwiseNoSmemWarpSpecialized1Sm`\n- `cutlass::epilogue::TmaWarpSpecialized1SmMxf8f6f4`\n- `patch --dry-run -p0 < candidates/012/mutation.patch`: passed for each tried patch before deletion.\n- `python3 -m py_compile $(find . -name '*.py' -print)` under `vllm/model_executor/kernels/linear/scaled_mm`: passed.	agent_blocked_compile_preflight	agent_blocked_compile_preflight	build			author_compile_preflight_only		build_risk:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	agent must fix compile/preflight locally before controller validation	repair_compile_surface_before_resubmit	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/012/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	013	0819a8aa8b60fc6d05b08a19ebaae5c78bae25fb4e5995d462da16b0831b78a6	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_cxx_dispatch_or_schedule	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh	unclassified_low_level_mechanism	shape=int,int,int,int	paths=cutlass_gemm_caller.cuh;features=shape=int,int,int,int	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh\n@@ -6,6 +6,9 @@\n+#include <cstdint>\n+#include <unordered_map>\n+\n@@ -30,6 +33,34 @@ static inline cute::Shape<int, int, int, int> get_problem_shape(\n+static inline void* get_cutlass_workspace_ptr(torch::Device device,\n+                                              cudaStream_t stream,\n+                                              size_t workspace_size) {\n+  if (workspace_size == 0) {\n+    return nullptr;\n+  }\n+\n+  int device_id = static_cast<int>(device.index());\n+  if (device_id < 0) {\n+    device_id = 0;\n+  }\n+\n+  uintptr_t stream_bits = reinterpret_cast<uintptr_t>(stream);\n+  uint64_t cache_key =\n+      (static_cast<uint64_t>(device_id) << 48) ^ static_cast<uint64_t>(stream_bits);\n+\n+  thread_local std::unordered_map<uint64_t, torch::Tensor> workspace_cache;\n+  torch::Tensor& workspace = workspace_cache[cache_key];\n+  if (!workspace.defined() ||\n+      workspace.numel() < static_cast<int64_t>(workspace_size)) {\n+    auto const workspace_options =\n+        torch::TensorOptions().dtype(torch::kUInt8).device(device);\n+    workspace = torch::empty(workspace_size, workspace_options);\n+  }\n+\n+  return workspace.data_ptr();\n+}\n+\n@@ -50,13 +81,12 @@ void cutlass_gemm_caller(\n-  auto const workspace_options =\n-      torch::TensorOptions().dtype(torch::kUInt8).device(device);\n-  auto workspace = torch::empty(workspace_size, workspace_options);\n-\	missing_compute_bandwidth_analysis	missing_compute_bandwidth_analysis	context			not_measured_or_controller_preflight		search_context:cutlass_cxx_dispatch_or_schedule:unclassified_low_level_mechanism	read artifacts before proposing adjacent mutations	context_only	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/013/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/013/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/013/BLOCKED.md
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	014	aada10b185296c56535628a51c910b8d90ee80dce35d7e5403f44b38a383d72e	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_cxx_dispatch_or_schedule	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh	schedule_tile_or_cta_shape	shape=int,int,int,int,KernelHardwareInfo,sm_count	paths=cutlass_gemm_caller.cuh;features=shape=int,int,int,int,KernelHardwareInfo,sm_count	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/cutlass_gemm_caller.cuh\n@@ -6,6 +6,9 @@\n+#include <cstdint>\n+#include <unordered_map>\n+\n@@ -30,13 +33,61 @@ static inline cute::Shape<int, int, int, int> get_problem_shape(\n+static inline cutlass::KernelHardwareInfo get_cached_kernel_hardware_info(\n+    torch::Device device) {\n+  int device_id = static_cast<int>(device.index());\n+  if (device_id < 0) {\n+    device_id = 0;\n+  }\n+\n+  thread_local int cached_device_id = -1;\n+  thread_local int cached_sm_count = 0;\n+\n+  if (cached_device_id != device_id || cached_sm_count <= 0) {\n+    cached_device_id = device_id;\n+    cached_sm_count =\n+        cutlass::KernelHardwareInfo::query_device_multiprocessor_count(\n+            device_id);\n+  }\n+\n+  return cutlass::KernelHardwareInfo{device_id, cached_sm_count};\n+}\n+\n+static inline void* get_cached_cutlass_workspace(torch::Device device,\n+                                                 cudaStream_t stream,\n+                                                 size_t workspace_size) {\n+  if (workspace_size == 0) {\n+    return nullptr;\n+  }\n+\n+  int device_id = static_cast<int>(device.index());\n+  if (device_id < 0) {\n+    device_id = 0;\n+  }\n+\n+  auto stream_bits = static_cast<uint64_t>(reinterpret_cast<uintptr_t>(stream));\n+  uint64_t cache_key = (static_cast<uint64_t>(device_id) << 48) ^ stream_bits;\n+\n+  thread_local std::unordered_map<uint64_t, torch::Tensor> workspace_c	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.038419	0.034187,0.042651	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_cxx_dispatch_or_schedule:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/014/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/014/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/014/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	015	27730d0bbab7335a2a2c665e8563c3d4a41b3b00a01a8d96ae04c9b3496caccb	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	shape=_64,_128,_128,shape=_128,_128,_128,shape=_1,_1,_1,scale_related	paths=scaled_mm_blockwise_sm120_fp8_dispatch.cuh;features=shape=_64,_128,_128,shape=_128,_128,_128,shape=_1,_1,_1,scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n@@ -126,10 +126,12 @@ struct sm120_blockwise_fp8_config_default {\n-  // M in [1, 256]: use 64x128x128 tile with Pingpong schedule\n-  using KernelSchedule = cutlass::gemm::KernelTmaWarpSpecializedBlockwisePingpongSm120;\n+  // M in [1, 256]: use the SM120 128x128x128 auto schedule. On GB10 decode\n+  // these GEMMs are B-streaming dominated, so prefer the wider SM120 path over\n+  // the custom 64-row pingpong specialization.\n+  using KernelSchedule = cutlass::gemm::collective::KernelScheduleAuto;\n-  using TileShape = Shape<_64, _128, _128>;\n+  using TileShape = Shape<_128, _128, _128>;	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.043134	0.033786,0.052482	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/015/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/015/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/015/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	016	3739f4eda0211be4629f4c4ac538e6a8fa13b0cd230b7aa82593405091a324f2	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	cutlass_sm120_dispatch	cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh	schedule_tile_or_cta_shape	scale_related	paths=scaled_mm_blockwise_sm120_fp8_dispatch.cuh;features=scale_related	--- cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n+++ cutlass_source_workspace/vllm-source/csrc/quantization/w8a8/cutlass/c3x/scaled_mm_blockwise_sm120_fp8_dispatch.cuh\n@@ -24,7 +24,8 @@\n-          class EpilogueScheduler, class MainloopScheduler>\n+          class EpilogueScheduler, class MainloopScheduler,\n+          int MainloopStageCount = 0>\n@@ -85,7 +86,12 @@\n-  using StageCountType = cutlass::gemm::collective::StageCountAuto; \n+  using AutoStageCountType =\n+      cutlass::gemm::collective::StageCountAutoCarveout<static_cast<int>(\n+          sizeof(typename CollectiveEpilogue::SharedStorage))>;\n+  using StageCountType = cute::conditional_t<\n+      MainloopStageCount == 0, AutoStageCountType,\n+      cutlass::gemm::collective::StageCount<MainloopStageCount>>;\n@@ -99,7 +105,7 @@\n-          cutlass::gemm::collective::StageCountAutoCarveout<static_cast<int>(sizeof(typename CollectiveEpilogue::SharedStorage))>,\n+          StageCountType,\n@@ -134,7 +140,7 @@\n-      EpilogueSchedule, KernelSchedule>;\n+      EpilogueSchedule, KernelSchedule, 4>;	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.022464	0.034210,0.010718	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:cutlass_sm120_dispatch:schedule_tile_or_cta_shape	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/016/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/016/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/016/measurement_trace.json
qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z	017	1bad95ab937d441151f81bb42e1d7447cdac08057c7694902c0db9d947fb867b	qwen3.5-27b-responses-sdk-adapter-cutover-heavy|kernel=fp8_gemm|round_type=l0c_mutation	unknown_or_mixed	cutlass_source_workspace/vllm-source/vllm/model_executor/layers/quantization/utils/fp8_utils.py	scale_placement_or_quant_semantics	scale_related	paths=fp8_utils.py;features=scale_related	--- cutlass_source_workspace/vllm-source/vllm/model_executor/layers/quantization/utils/fp8_utils.py\n+++ cutlass_source_workspace/vllm-source/vllm/model_executor/layers/quantization/utils/fp8_utils.py\n@@ -393,0 +394,4 @@ class W8A8BlockFp8LinearOp:\n+        self._cutlass_m1_quant_cache: dict[\n+            tuple[torch.device, torch.dtype, int],\n+            tuple[torch.Tensor, torch.Tensor],\n+        ] = {}\n@@ -456 +460,4 @@ class W8A8BlockFp8LinearOp:\n-        q_input, input_scale = self.input_quant_op(input_2d)\n+        if input_2d.size(0) == 1 and self.act_quant_group_shape.row == 1:\n+            q_input, input_scale = self._quantize_cutlass_m1_cached(input_2d)\n+        else:\n+            q_input, input_scale = self.input_quant_op(input_2d)\n@@ -475,0 +483,32 @@ class W8A8BlockFp8LinearOp:\n+    def _quantize_cutlass_m1_cached(\n+        self,\n+        input_2d: torch.Tensor,\n+    ) -> tuple[torch.Tensor, torch.Tensor]:\n+        group_size = self.act_quant_group_shape.col\n+        K = input_2d.size(1)\n+        fp8_dtype = current_platform.fp8_dtype()\n+        cache_key = (input_2d.device, fp8_dtype, K)\n+        cached = self._cutlass_m1_quant_cache.get(cache_key)\n+        scale_shape = (1, K // group_size)\n+\n+        if cached is None:\n+            q_input = torch.empty(\n+                input_2d.shape, device=input_2d.device, dtype=fp8_dtype\n+            )\n+            input_scale = torch.empty_strided(\n+                scale_shape, (1, 1), device=input_2d.device, dtype=torch.float32\n+            )\n+            cached = (q_input, input_scale)\	ran_passed_with_tier4_downstream_logit_diagnostic	discard	performance	0.042859	0.029628,0.056090	controller_real_vllm_restart;candidate_windows=2	0.35653125	same_surface_or_path_failed:unknown_or_mixed:scale_placement_or_quant_semantics	avoid repeating this surface/path unless a new dispatch, shape, scale, or schedule fact changes the hypothesis	deprioritize_adjacent_without_new_evidence	output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/017/mutation.patch,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/017/parity_check.json,output/auto_research/qwen3.5-27b-responses-sdk-adapter-cutover-heavy-l0c-mutation-fp8_gemm-20260505T083523Z/candidates/017/measurement_trace.json
